"Table 8: Age-specific percentages of health status, by IMD, by sex and age in England, 2021 [Notes 1 to 11]",,,,,,,,,,,,,
"Census 2021, England",,,,,,,,,,,,,
This worksheet contains one table,,,,,,,,,,,,,
Back to contents (this text contains a link),,,,,,,,,,,,,
Year,Country,Health Status,Sex,Age,IMD Decile,Count,Population,Age-specific Percentage,Lower 95% Confidence Interval,Upper 95% Confidence Interval,Notes,,
2021,England,Fair,Male,65 to 69,1,"34,405","108,290",31.8,31.4,32.1,[z],,
2021,England,Fair,Male,70 to 74,1,"32,295","92,190",35,34.6,35.4,[z],,
2021,England,Fair,Male,75 to 79,1,"22,690","59,515",38.1,37.6,38.6,[z],,
2021,England,Fair,Male,80 to 84,1,"15,990","39,570",40.4,39.8,41,[z],,
2021,England,Fair,Male,85 to 89,1,"9,010","20,810",43.3,42.4,44.2,[z],,
2021,England,Fair,Male,90+,1,"4,170","9,060",46,44.6,47.4,[z],,
2021,England,Fair,Male,Under 1,2,585,"35,135",1.7,1.5,1.8,[z],,
2021,England,Fair,Male,1 to 4,2,"3,640","149,010",2.4,2.4,2.5,[z],,
2021,England,Fair,Male,5 to 9,2,"6,665","195,575",3.4,3.3,3.5,[z],,
2021,England,Fair,Male,10 to 14,2,"7,795","197,180",4,3.9,4,[z],,
2021,England,Fair,Male,15 to 19,2,"9,685","182,130",5.3,5.2,5.4,[z],,
2021,England,Fair,Male,20 to 24,2,"14,460","198,130",7.3,7.2,7.4,[z],,
2021,England,Fair,Male,25 to 29,2,"16,890","213,040",7.9,7.8,8,[z],,
2021,England,Fair,Male,30 to 34,2,"18,725","220,080",8.5,8.4,8.6,[z],,
2021,England,Fair,Male,35 to 39,2,"20,335","201,705",10.1,9.9,10.2,[z],,
2021,England,Fair,Male,40 to 44,2,"22,160","179,815",12.3,12.2,12.5,[z],,
2021,England,Fair,Male,45 to 49,2,"27,375","173,030",15.8,15.6,16,[z],,
2021,England,Fair,Male,50 to 54,2,"34,425","183,525",18.8,18.6,19,[z],,
2021,England,Fair,Male,55 to 59,2,"37,425","170,010",22,21.8,22.2,[z],,
2021,England,Fair,Male,60 to 64,2,"36,060","141,420",25.5,25.2,25.8,[z],,
2021,England,Fair,Male,65 to 69,2,"32,840","110,105",29.8,29.5,30.1,[z],,
2021,England,Fair,Male,70 to 74,2,"31,920","96,995",32.9,32.5,33.3,[z],,
2021,England,Fair,Male,75 to 79,2,"23,855","64,970",36.7,36.3,37.2,[z],,
2021,England,Fair,Male,80 to 84,2,"17,115","43,585",39.3,38.7,39.9,[z],,
2021,England,Fair,Male,85 to 89,2,"10,175","23,525",43.3,42.4,44.1,[z],,
2021,England,Fair,Male,90+,2,"4,805","10,435",46,44.7,47.3,[z],,
2021,England,Fair,Male,Under 1,3,575,"33,500",1.7,1.6,1.9,[z],,
2021,England,Fair,Male,1 to 4,3,"3,170","140,615",2.3,2.2,2.3,[z],,
2021,England,Fair,Male,5 to 9,3,"5,450","182,660",3,2.9,3.1,[z],,
2021,England,Fair,Male,10 to 14,3,"6,675","182,000",3.7,3.6,3.8,[z],,
2021,England,Fair,Male,15 to 19,3,"8,365","172,830",4.8,4.7,4.9,[z],,
2021,England,Fair,Male,20 to 24,3,"13,565","200,665",6.8,6.6,6.9,[z],,
2021,England,Fair,Male,25 to 29,3,"15,380","222,245",6.9,6.8,7,[z],,
2021,England,Fair,Male,30 to 34,3,"17,325","229,500",7.5,7.4,7.7,[z],,
2021,England,Fair,Male,35 to 39,3,"18,670","209,705",8.9,8.8,9,[z],,
2021,England,Fair,Male,40 to 44,3,"20,640","185,675",11.1,11,11.3,[z],,
2021,England,Fair,Male,45 to 49,3,"25,070","177,935",14.1,13.9,14.3,[z],,
2021,England,Fair,Male,50 to 54,3,"31,975","188,005",17,16.8,17.2,[z],,
2021,England,Fair,Male,55 to 59,3,"35,675","176,240",20.2,20,20.5,[z],,
2021,England,Fair,Male,60 to 64,3,"34,805","146,825",23.7,23.5,24,[z],,
2021,England,Fair,Male,65 to 69,3,"32,155","116,605",27.6,27.3,27.9,[z],,
2021,England,Fair,Male,70 to 74,3,"32,855","106,980",30.7,30.4,31,[z],,
2021,England,Fair,Male,75 to 79,3,"25,605","72,735",35.2,34.8,35.6,[z],,
2021,England,Fair,Male,80 to 84,3,"18,695","48,800",38.3,37.8,38.9,[z],,
2021,England,Fair,Male,85 to 89,3,"11,110","26,415",42.1,41.3,42.8,[z],,
2021,England,Fair,Male,90+,3,"5,570","12,050",46.2,45,47.4,[z],,
2021,England,Fair,Male,Under 1,4,450,"31,235",1.4,1.3,1.6,[z],,
2021,England,Fair,Male,1 to 4,4,"2,530","129,520",2,1.9,2,[z],,
2021,England,Fair,Male,5 to 9,4,"4,430","167,425",2.6,2.6,2.7,[z],,
2021,England,Fair,Male,10 to 14,4,"5,480","167,660",3.3,3.2,3.4,[z],,
2021,England,Fair,Male,15 to 19,4,"7,515","165,285",4.5,4.4,4.6,[z],,
2021,England,Fair,Male,20 to 24,4,"12,460","195,510",6.4,6.3,6.5,[z],,
2021,England,Fair,Male,25 to 29,4,"13,680","211,350",6.5,6.4,6.6,[z],,
2021,England,Fair,Male,30 to 34,4,"15,295","219,720",7,6.9,7.1,[z],,
2021,England,Fair,Male,35 to 39,4,"16,680","202,045",8.3,8.1,8.4,[z],,
2021,England,Fair,Male,40 to 44,4,"18,675","182,045",10.3,10.1,10.4,[z],,
2021,England,Fair,Male,45 to 49,4,"22,815","177,510",12.9,12.7,13,[z],,
2021,England,Fair,Male,50 to 54,4,"29,595","190,100",15.6,15.4,15.7,[z],,
2021,England,Fair,Male,55 to 59,4,"33,755","183,775",18.4,18.2,18.6,[z],,
2021,England,Fair,Male,60 to 64,4,"34,160","156,245",21.9,21.6,22.1,[z],,
2021,England,Fair,Male,65 to 69,4,"33,160","129,430",25.6,25.3,25.9,[z],,
2021,England,Fair,Male,70 to 74,4,"35,715","124,625",28.7,28.4,29,[z],,
2021,England,Fair,Male,75 to 79,4,"28,585","86,470",33.1,32.7,33.4,[z],,
2021,England,Fair,Male,80 to 84,4,"21,210","57,105",37.1,36.6,37.6,[z],,
2021,England,Fair,Male,85 to 89,4,"13,260","31,305",42.4,41.6,43.1,[z],,
2021,England,Fair,Male,90+,4,"6,635","14,535",45.6,44.6,46.7,[z],,
2021,England,Fair,Male,Under 1,5,375,"29,075",1.3,1.2,1.4,[z],,
2021,England,Fair,Male,1 to 4,5,"2,110","123,650",1.7,1.6,1.8,[z],,
2021,England,Fair,Male,5 to 9,5,"3,800","161,985",2.3,2.3,2.4,[z],,
2021,England,Fair,Male,10 to 14,5,"4,810","162,985",3,2.9,3,[z],,
2021,England,Fair,Male,15 to 19,5,"6,660","158,955",4.2,4.1,4.3,[z],,
2021,England,Fair,Male,20 to 24,5,"10,705","181,255",5.9,5.8,6,[z],,
2021,England,Fair,Male,25 to 29,5,"11,810","194,325",6.1,6,6.2,[z],,
2021,England,Fair,Male,30 to 34,5,"13,225","204,780",6.5,6.3,6.6,[z],,
2021,England,Fair,Male,35 to 39,5,"14,700","191,555",7.7,7.5,7.8,[z],,
2021,England,Fair,Male,40 to 44,5,"16,845","177,305",9.5,9.4,9.6,[z],,
2021,England,Fair,Male,45 to 49,5,"20,910","176,720",11.8,11.7,12,[z],,
2021,England,Fair,Male,50 to 54,5,"27,880","193,510",14.4,14.2,14.6,[z],,
2021,England,Fair,Male,55 to 59,5,"31,995","190,775",16.8,16.6,17,[z],,
2021,England,Fair,Male,60 to 64,5,"32,960","163,770",20.1,19.9,20.3,[z],,
2021,England,Fair,Male,65 to 69,5,"32,365","137,640",23.5,23.3,23.8,[z],,
2021,England,Fair,Male,70 to 74,5,"36,950","136,850",27,26.7,27.3,[z],,
2021,England,Fair,Male,75 to 79,5,"30,545","97,900",31.2,30.9,31.6,[z],,
2021,England,Fair,Male,80 to 84,5,"23,450","64,450",36.4,35.9,36.9,[z],,
2021,England,Fair,Male,85 to 89,5,"14,615","35,600",41.1,40.4,41.7,[z],,
2021,England,Fair,Male,90+,5,"7,505","16,450",45.6,44.6,46.7,[z],,
2021,England,Fair,Male,Under 1,6,300,"28,885",1,0.9,1.2,[z],,
2021,England,Fair,Male,1 to 4,6,"1,885","121,055",1.6,1.5,1.6,[z],,
2021,England,Fair,Male,5 to 9,6,"3,400","160,140",2.1,2.1,2.2,[z],,
2021,England,Fair,Male,10 to 14,6,"4,220","162,360",2.6,2.5,2.7,[z],,
2021,England,Fair,Male,15 to 19,6,"6,055","155,295",3.9,3.8,4,[z],,
2021,England,Fair,Male,20 to 24,6,"9,625","172,030",5.6,5.5,5.7,[z],,
2021,England,Fair,Male,25 to 29,6,"10,615","185,985",5.7,5.6,5.8,[z],,
2021,England,Fair,Male,30 to 34,6,"11,880","196,220",6.1,5.9,6.2,[z],,
2021,England,Fair,Male,35 to 39,6,"13,170","186,705",7.1,6.9,7.2,[z],,
2021,England,Fair,Male,40 to 44,6,"15,270","176,680",8.6,8.5,8.8,[z],,
2021,England,Fair,Male,45 to 49,6,"19,100","179,015",10.7,10.5,10.8,[z],,
2021,England,Fair,Male,50 to 54,6,"25,710","196,715",13.1,12.9,13.2,[z],,
2021,England,Fair,Male,55 to 59,6,"30,440","196,160",15.5,15.3,15.7,[z],,
2021,England,Fair,Male,60 to 64,6,"31,645","170,395",18.6,18.4,18.8,[z],,
2021,England,Fair,Male,65 to 69,6,"32,020","145,020",22.1,21.8,22.3,[z],,
2021,England,Fair,Male,70 to 74,6,"37,785","146,970",25.7,25.5,26,[z],,
2021,England,Fair,Male,75 to 79,6,"32,040","106,025",30.2,29.9,30.6,[z],,
2021,England,Fair,Male,80 to 84,6,"24,330","69,565",35,34.5,35.4,[z],,
2021,England,Fair,Male,85 to 89,6,"15,585","38,960",40,39.4,40.6,[z],,
2021,England,Fair,Male,90+,6,"7,990","17,940",44.5,43.6,45.5,[z],,
2021,England,Fair,Male,Under 1,7,330,"26,635",1.2,1.1,1.4,[z],,
2021,England,Fair,Male,1 to 4,7,"1,610","114,785",1.4,1.3,1.5,[z],,
2021,England,Fair,Male,5 to 9,7,"2,880","153,535",1.9,1.8,1.9,[z],,
2021,England,Fair,Male,10 to 14,7,"3,705","157,805",2.3,2.3,2.4,[z],,
2021,England,Fair,Male,15 to 19,7,"5,225","150,505",3.5,3.4,3.6,[z],,
2021,England,Fair,Male,20 to 24,7,"7,845","153,330",5.1,5,5.2,[z],,
2021,England,Fair,Male,25 to 29,7,"9,130","166,165",5.5,5.4,5.6,[z],,
2021,England,Fair,Male,30 to 34,7,"10,420","176,815",5.9,5.8,6,[z],,
2021,England,Fair,Male,35 to 39,7,"11,540","174,120",6.6,6.5,6.7,[z],,
2021,England,Fair,Male,40 to 44,7,"13,460","169,520",7.9,7.8,8.1,[z],,
2021,England,Fair,Male,45 to 49,7,"17,405","176,725",9.8,9.7,10,[z],,
2021,England,Fair,Male,50 to 54,7,"23,620","195,965",12.1,11.9,12.2,[z],,
2021,England,Fair,Male,55 to 59,7,"28,040","197,005",14.2,14.1,14.4,[z],,
2021,England,Fair,Male,60 to 64,7,"29,840","171,225",17.4,17.2,17.6,[z],,
2021,England,Fair,Male,65 to 69,7,"30,780","148,475",20.7,20.5,21,[z],,
2021,England,Fair,Male,70 to 74,7,"37,145","153,320",24.2,24,24.5,[z],,
2021,England,Fair,Male,75 to 79,7,"31,945","111,330",28.7,28.4,29,[z],,
2021,England,Fair,Male,80 to 84,7,"25,185","73,790",34.1,33.7,34.6,[z],,
2021,England,Fair,Male,85 to 89,7,"16,540","41,340",40,39.4,40.6,[z],,
2021,England,Fair,Male,90+,7,"8,340","18,710",44.6,43.6,45.5,[z],,
2021,England,Fair,Male,Under 1,8,250,"25,610",1,0.9,1.1,[z],,
2021,England,Fair,Male,1 to 4,8,"1,495","114,155",1.3,1.2,1.4,[z],,
2021,England,Fair,Male,5 to 9,8,"2,520","154,875",1.6,1.6,1.7,[z],,
2021,England,Fair,Male,10 to 14,8,"3,455","161,800",2.1,2.1,2.2,[z],,
2021,England,Fair,Male,15 to 19,8,"4,940","156,425",3.2,3.1,3.2,[z],,
2021,England,Fair,Male,20 to 24,8,"7,405","150,965",4.9,4.8,5,[z],,
2021,England,Fair,Male,25 to 29,8,"8,290","160,275",5.2,5.1,5.3,[z],,
2021,England,Fair,Male,30 to 34,8,"9,405","168,915",5.6,5.5,5.7,[z],,
2021,England,Fair,Male,35 to 39,8,"10,695","169,990",6.3,6.2,6.4,[z],,
2021,England,Fair,Male,40 to 44,8,"12,610","170,020",7.4,7.3,7.5,[z],,
2021,England,Fair,Male,45 to 49,8,"16,275","179,375",9.1,8.9,9.2,[z],,
2021,England,Fair,Male,50 to 54,8,"22,265","199,105",11.2,11,11.3,[z],,
2021,England,Fair,Male,55 to 59,8,"26,670","198,670",13.4,13.3,13.6,[z],,
2021,England,Fair,Male,60 to 64,8,"28,350","173,150",16.4,16.2,16.6,[z],,
2021,England,Fair,Male,65 to 69,8,"29,650","149,425",19.8,19.6,20.1,[z],,
2021,England,Fair,Male,70 to 74,8,"36,470","157,240",23.2,23,23.4,[z],,
2021,England,Fair,Male,75 to 79,8,"32,060","114,230",28.1,27.8,28.4,[z],,
2021,England,Fair,Male,80 to 84,8,"25,140","75,135",33.5,33,33.9,[z],,
2021,England,Fair,Male,85 to 89,8,"16,875","42,735",39.5,38.9,40.1,[z],,
2021,England,Fair,Male,90+,8,"8,600","19,495",44.1,43.2,45,[z],,
2021,England,Fair,Male,Under 1,9,235,"24,775",0.9,0.8,1.1,[z],,
2021,England,Fair,Male,1 to 4,9,"1,295","112,235",1.2,1.1,1.2,[z],,
2021,England,Fair,Male,5 to 9,9,"2,260","157,170",1.4,1.4,1.5,[z],,
2021,England,Fair,Male,10 to 14,9,"3,075","165,725",1.9,1.8,1.9,[z],,
2021,England,Fair,Male,15 to 19,9,"4,325","149,980",2.9,2.8,3,[z],,
2021,England,Fair,Male,20 to 24,9,"6,560","139,715",4.7,4.6,4.8,[z],,
2021,England,Fair,Male,25 to 29,9,"7,265","146,040",5,4.9,5.1,[z],,
2021,England,Fair,Male,30 to 34,9,"8,015","154,730",5.2,5.1,5.3,[z],,
2021,England,Fair,Male,35 to 39,9,"9,325","163,015",5.7,5.6,5.8,[z],,
2021,England,Fair,Male,40 to 44,9,"11,220","169,445",6.6,6.5,6.7,[z],,
2021,England,Fair,Male,45 to 49,9,"14,825","181,115",8.2,8.1,8.3,[z],,
2021,England,Fair,Male,50 to 54,9,"19,980","198,705",10.1,9.9,10.2,[z],,
2021,England,Fair,Male,55 to 59,9,"24,410","197,240",12.4,12.2,12.5,[z],,
2021,England,Fair,Male,60 to 64,9,"25,820","170,370",15.2,15,15.3,[z],,
2021,England,Fair,Male,65 to 69,9,"27,310","148,295",18.4,18.2,18.6,[z],,
2021,England,Fair,Male,70 to 74,9,"34,920","157,845",22.1,21.9,22.4,[z],,
2021,England,Fair,Male,75 to 79,9,"31,365","116,275",27,26.7,27.3,[z],,
2021,England,Fair,Male,80 to 84,9,"25,245","76,890",32.8,32.4,33.2,[z],,
2021,England,Fair,Male,85 to 89,9,"17,105","44,220",38.7,38.1,39.3,[z],,
2021,England,Fair,Male,90+,9,"8,855","20,165",43.9,43,44.8,[z],,
2021,England,Fair,Male,Under 1,10,255,"22,815",1.1,1,1.3,[z],,
2021,England,Fair,Male,1 to 4,10,"1,010","107,835",0.9,0.9,1,[z],,
2021,England,Fair,Male,5 to 9,10,"1,975","161,455",1.2,1.2,1.3,[z],,
2021,England,Fair,Male,10 to 14,10,"2,640","175,735",1.5,1.4,1.6,[z],,
2021,England,Fair,Male,15 to 19,10,"4,520","166,340",2.7,2.6,2.8,[z],,
2021,England,Fair,Male,20 to 24,10,"5,850","129,320",4.5,4.4,4.6,[z],,
2021,England,Fair,Male,25 to 29,10,"5,810","121,040",4.8,4.7,4.9,[z],,
2021,England,Fair,Male,30 to 34,10,"6,285","129,485",4.9,4.7,5,[z],,
2021,England,Fair,Male,35 to 39,10,"7,560","147,620",5.1,5,5.2,[z],,
2021,England,Fair,Male,40 to 44,10,"9,560","168,980",5.7,5.5,5.8,[z],,
2021,England,Fair,Male,45 to 49,10,"13,035","187,115",7,6.8,7.1,[z],,
2021,England,Fair,Male,50 to 54,10,"17,475","200,485",8.7,8.6,8.8,[z],,
2021,England,Fair,Male,55 to 59,10,"20,835","196,390",10.6,10.5,10.8,[z],,
2021,England,Fair,Male,60 to 64,10,"22,650","170,825",13.3,13.1,13.4,[z],,
2021,England,Fair,Male,65 to 69,10,"23,960","148,645",16.1,15.9,16.3,[z],,
2021,England,Fair,Male,70 to 74,10,"31,470","158,750",19.8,19.6,20,[z],,
2021,England,Fair,Male,75 to 79,10,"29,290","117,800",24.9,24.6,25.1,[z],,
2021,England,Fair,Male,80 to 84,10,"24,275","78,645",30.9,30.5,31.3,[z],,
2021,England,Fair,Male,85 to 89,10,"17,485","46,675",37.5,36.9,38,[z],,
2021,England,Fair,Male,90+,10,"9,345","21,815",42.8,42,43.7,[z],,
2021,England,Fair,Persons,Under 1,1,"1,310","75,430",1.7,1.6,1.8,[z],,
2021,England,Fair,Persons,1 to 4,1,"8,175","325,175",2.5,2.5,2.6,[z],,
2021,England,Fair,Persons,5 to 9,1,"14,260","429,055",3.3,3.3,3.4,[z],,
2021,England,Fair,Persons,10 to 14,1,"16,890","421,145",4,4,4.1,[z],,
2021,England,Fair,Persons,15 to 19,1,"23,335","375,890",6.2,6.1,6.3,[z],,
2021,England,Fair,Persons,20 to 24,1,"35,260","387,505",9.1,9,9.2,[z],,
2021,England,Fair,Persons,25 to 29,1,"42,635","415,150",10.3,10.2,10.4,[z],,
2021,England,Fair,Persons,30 to 34,1,"50,660","442,735",11.4,11.3,11.5,[z],,
2021,England,Fair,Persons,35 to 39,1,"54,980","408,850",13.4,13.3,13.6,[z],,
2021,England,Fair,Persons,40 to 44,1,"57,460","354,655",16.2,16.1,16.3,[z],,
2021,England,Fair,Persons,45 to 49,1,"65,995","337,730",19.5,19.4,19.7,[z],,
2021,England,Fair,Persons,50 to 54,1,"79,560","354,805",22.4,22.3,22.6,[z],,
2021,England,Fair,Persons,55 to 59,1,"82,400","329,415",25,24.8,25.2,[z],,
2021,England,Fair,Persons,60 to 64,1,"77,210","275,710",28,27.8,28.2,[z],,
2021,England,Fair,Persons,65 to 69,1,"69,430","217,285",32,31.7,32.2,[z],,
2021,England,Fair,Persons,70 to 74,1,"67,150","190,710",35.2,34.9,35.5,[z],,
2021,England,Fair,Persons,75 to 79,1,"49,970","129,575",38.6,38.2,38.9,[z],,
2021,England,Fair,Persons,80 to 84,1,"38,540","93,650",41.2,40.7,41.6,[z],,
2021,England,Fair,Persons,85 to 89,1,"24,695","55,820",44.2,43.7,44.8,[z],,
2021,England,Fair,Persons,90+,1,"14,605","30,980",47.1,46.4,47.9,[z],,
2021,England,Fair,Persons,Under 1,2,"1,025","68,755",1.5,1.4,1.6,[z],,
2021,England,Fair,Persons,1 to 4,2,"6,215","291,160",2.1,2.1,2.2,[z],,
2021,England,Fair,Persons,5 to 9,2,"11,065","382,465",2.9,2.8,2.9,[z],,
2021,England,Fair,Persons,10 to 14,2,"13,615","384,495",3.5,3.5,3.6,[z],,
2021,England,Fair,Persons,15 to 19,2,"20,055","356,770",5.6,5.5,5.7,[z],,
2021,England,Fair,Persons,20 to 24,2,"31,055","402,365",7.7,7.6,7.8,[z],,
2021,England,Fair,Persons,25 to 29,2,"36,705","442,195",8.3,8.2,8.4,[z],,
2021,England,Fair,Persons,30 to 34,2,"42,495","460,920",9.2,9.1,9.3,[z],,
2021,England,Fair,Persons,35 to 39,2,"46,390","419,025",11.1,11,11.2,[z],,
2021,England,Fair,Persons,40 to 44,2,"49,760","367,370",13.5,13.4,13.7,[z],,
2021,England,Fair,Persons,45 to 49,2,"59,730","352,030",17,16.8,17.1,[z],,
2021,England,Fair,Persons,50 to 54,2,"73,700","373,275",19.7,19.6,19.9,[z],,
2021,England,Fair,Persons,55 to 59,2,"77,905","345,790",22.5,22.4,22.7,[z],,
2021,England,Fair,Persons,60 to 64,2,"73,380","285,815",25.7,25.5,25.9,[z],,
2021,England,Fair,Persons,65 to 69,2,"67,045","225,240",29.8,29.5,30,[z],,
2021,England,Fair,Persons,70 to 74,2,"66,850","203,735",32.8,32.6,33.1,[z],,
2021,England,Fair,Persons,75 to 79,2,"52,780","142,620",37,36.7,37.3,[z],,
2021,England,Fair,Persons,80 to 84,2,"41,850","103,555",40.4,40,40.8,[z],,
2021,England,Fair,Persons,85 to 89,2,"27,715","62,455",44.4,43.9,44.9,[z],,
2021,England,Fair,Persons,90+,2,"17,105","35,960",47.6,46.9,48.3,[z],,
2021,England,Fair,Persons,Under 1,3,955,"65,615",1.5,1.4,1.5,[z],,
2021,England,Fair,Persons,1 to 4,3,"5,350","275,635",1.9,1.9,2,[z],,
2021,England,Fair,Persons,5 to 9,3,"9,000","357,005",2.5,2.5,2.6,[z],,
2021,England,Fair,Persons,10 to 14,3,"11,685","356,220",3.3,3.2,3.3,[z],,
2021,England,Fair,Persons,15 to 19,3,"17,685","338,310",5.2,5.2,5.3,[z],,
2021,England,Fair,Persons,20 to 24,3,"29,115","406,405",7.2,7.1,7.2,[z],,
2021,England,Fair,Persons,25 to 29,3,"33,145","457,495",7.2,7.2,7.3,[z],,
2021,England,Fair,Persons,30 to 34,3,"38,600","475,330",8.1,8,8.2,[z],,
2021,England,Fair,Persons,35 to 39,3,"42,130","429,565",9.8,9.7,9.9,[z],,
2021,England,Fair,Persons,40 to 44,3,"45,455","375,505",12.1,12,12.2,[z],,
2021,England,Fair,Persons,45 to 49,3,"53,920","359,240",15,14.9,15.1,[z],,
2021,England,Fair,Persons,50 to 54,3,"67,655","380,835",17.8,17.6,17.9,[z],,
2021,England,Fair,Persons,55 to 59,3,"72,970","357,830",20.4,20.2,20.5,[z],,
2021,England,Fair,Persons,60 to 64,3,"70,460","297,760",23.7,23.5,23.8,[z],,
2021,England,Fair,Persons,65 to 69,3,"65,735","240,545",27.3,27.1,27.5,[z],,
2021,England,Fair,Persons,70 to 74,3,"69,135","225,225",30.7,30.5,30.9,[z],,
2021,England,Fair,Persons,75 to 79,3,"56,005","159,265",35.2,34.9,35.5,[z],,
2021,England,Fair,Persons,80 to 84,3,"45,200","115,030",39.3,38.9,39.7,[z],,
2021,England,Fair,Persons,85 to 89,3,"29,935","68,860",43.5,43,44,[z],,
2021,England,Fair,Persons,90+,3,"18,950","40,060",47.3,46.6,48,[z],,
2021,England,Fair,Persons,Under 1,4,810,"61,045",1.3,1.2,1.4,[z],,
2021,England,Fair,Persons,1 to 4,4,"4,275","253,190",1.7,1.6,1.7,[z],,
2021,England,Fair,Persons,5 to 9,4,"7,295","327,230",2.2,2.2,2.3,[z],,
2021,England,Fair,Persons,10 to 14,4,"9,700","327,535",3,2.9,3,[z],,
2021,England,Fair,Persons,15 to 19,4,"16,215","324,780",5,4.9,5.1,[z],,
2021,England,Fair,Persons,20 to 24,4,"26,600","393,755",6.8,6.7,6.8,[z],,
2021,England,Fair,Persons,25 to 29,4,"29,300","431,225",6.8,6.7,6.9,[z],,
2021,England,Fair,Persons,30 to 34,4,"33,440","450,060",7.4,7.4,7.5,[z],,
2021,England,Fair,Persons,35 to 39,4,"36,705","410,135",8.9,8.9,9,[z],,
2021,England,Fair,Persons,40 to 44,4,"40,130","366,555",10.9,10.8,11.1,[z],,
2021,England,Fair,Persons,45 to 49,4,"48,230","356,150",13.5,13.4,13.7,[z],,
2021,England,Fair,Persons,50 to 54,4,"61,965","385,475",16.1,15.9,16.2,[z],,
2021,England,Fair,Persons,55 to 59,4,"69,025","374,050",18.5,18.3,18.6,[z],,
2021,England,Fair,Persons,60 to 64,4,"68,675","317,550",21.6,21.5,21.8,[z],,
2021,England,Fair,Persons,65 to 69,4,"66,445","265,895",25,24.8,25.2,[z],,
2021,England,Fair,Persons,70 to 74,4,"73,950","261,715",28.3,28.1,28.5,[z],,
2021,England,Fair,Persons,75 to 79,4,"62,145","187,285",33.2,32.9,33.4,[z],,
2021,England,Fair,Persons,80 to 84,4,"49,870","130,810",38.1,37.8,38.5,[z],,
2021,England,Fair,Persons,85 to 89,4,"34,685","79,830",43.4,43,43.9,[z],,
2021,England,Fair,Persons,90+,4,"22,040","46,905",47,46.4,47.6,[z],,
2021,England,Fair,Persons,Under 1,5,645,"56,820",1.1,1,1.2,[z],,
2021,England,Fair,Persons,1 to 4,5,"3,640","241,285",1.5,1.5,1.6,[z],,
2021,England,Fair,Persons,5 to 9,5,"6,330","315,735",2,2,2.1,[z],,
2021,England,Fair,Persons,10 to 14,5,"8,510","317,525",2.7,2.6,2.7,[z],,
2021,England,Fair,Persons,15 to 19,5,"14,510","310,880",4.7,4.6,4.7,[z],,
2021,England,Fair,Persons,20 to 24,5,"23,035","360,785",6.4,6.3,6.5,[z],,
2021,England,Fair,Persons,25 to 29,5,"25,035","394,380",6.3,6.3,6.4,[z],,
2021,England,Fair,Persons,30 to 34,5,"28,995","418,520",6.9,6.8,7,[z],,
2021,England,Fair,Persons,35 to 39,5,"32,005","388,430",8.2,8.1,8.3,[z],,
2021,England,Fair,Persons,40 to 44,5,"35,665","357,620",10,9.9,10.1,[z],,
2021,England,Fair,Persons,45 to 49,5,"44,035","356,915",12.3,12.2,12.5,[z],,
2021,England,Fair,Persons,50 to 54,5,"57,750","392,800",14.7,14.6,14.8,[z],,
2021,England,Fair,Persons,55 to 59,5,"64,785","388,080",16.7,16.6,16.8,[z],,
2021,England,Fair,Persons,60 to 64,5,"65,480","333,040",19.7,19.5,19.8,[z],,
2021,England,Fair,Persons,65 to 69,5,"64,835","284,825",22.8,22.6,22.9,[z],,
2021,England,Fair,Persons,70 to 74,5,"75,730","286,625",26.4,26.2,26.6,[z],,
2021,England,Fair,Persons,75 to 79,5,"65,660","209,170",31.4,31.2,31.6,[z],,
2021,England,Fair,Persons,80 to 84,5,"54,045","146,010",37,36.7,37.3,[z],,
2021,England,Fair,Persons,85 to 89,5,"37,945","89,395",42.4,42,42.9,[z],,
2021,England,Fair,Persons,90+,5,"24,235","51,660",46.9,46.3,47.5,[z],,
2021,England,Fair,Persons,Under 1,6,560,"55,925",1,0.9,1.1,[z],,
2021,England,Fair,Persons,1 to 4,6,"3,200","236,330",1.4,1.3,1.4,[z],,
2021,England,Fair,Persons,5 to 9,6,"5,550","312,855",1.8,1.7,1.8,[z],,
2021,England,Fair,Persons,10 to 14,6,"7,635","317,260",2.4,2.4,2.5,[z],,
2021,England,Fair,Persons,15 to 19,6,"13,355","303,680",4.4,4.3,4.5,[z],,
2021,England,Fair,Persons,20 to 24,6,"20,760","343,535",6,6,6.1,[z],,
2021,England,Fair,Persons,25 to 29,6,"22,600","379,795",6,5.9,6,[z],,
2021,England,Fair,Persons,30 to 34,6,"25,930","403,220",6.4,6.4,6.5,[z],,
2021,England,Fair,Persons,35 to 39,6,"29,120","381,725",7.6,7.5,7.7,[z],,
2021,England,Fair,Persons,40 to 44,6,"32,655","358,940",9.1,9,9.2,[z],,
2021,England,Fair,Persons,45 to 49,6,"40,465","362,540",11.2,11.1,11.3,[z],,
2021,England,Fair,Persons,50 to 54,6,"53,365","400,655",13.3,13.2,13.4,[z],,
2021,England,Fair,Persons,55 to 59,6,"61,510","399,700",15.4,15.3,15.5,[z],,
2021,England,Fair,Persons,60 to 64,6,"62,530","346,835",18,17.9,18.2,[z],,
2021,England,Fair,Persons,65 to 69,6,"63,440","300,125",21.1,21,21.3,[z],,
2021,England,Fair,Persons,70 to 74,6,"77,145","308,025",25,24.9,25.2,[z],,
2021,England,Fair,Persons,75 to 79,6,"67,915","226,525",30,29.8,30.2,[z],,
