"Table 8: Age-specific percentages of health status, by IMD, by sex and age in England, 2021 [Notes 1 to 11]",,,,,,,,,,,,,
"Census 2021, England",,,,,,,,,,,,,
This worksheet contains one table,,,,,,,,,,,,,
Back to contents (this text contains a link),,,,,,,,,,,,,
Year,Country,Health Status,Sex,Age,IMD Decile,Count,Population,Age-specific Percentage,Lower 95% Confidence Interval,Upper 95% Confidence Interval,Notes,,
2021,England,Good,Female,70 to 74,6,"72,280","161,050",44.9,44.6,45.2,[z],,
2021,England,Good,Female,75 to 79,6,"51,530","120,500",42.8,42.4,43.1,[z],,
2021,England,Good,Female,80 to 84,6,"32,730","87,420",37.4,37,37.8,[z],,
2021,England,Good,Female,85 to 89,6,"17,190","57,215",30,29.6,30.5,[z],,
2021,England,Good,Female,90+,6,"8,765","37,500",23.4,22.9,23.9,[z],,
2021,England,Good,Female,Under 1,7,"2,900","25,420",11.4,11,11.8,[z],,
2021,England,Good,Female,1 to 4,7,"11,785","108,825",10.8,10.6,11,[z],,
2021,England,Good,Female,5 to 9,7,"18,050","146,510",12.3,12.1,12.5,[z],,
2021,England,Good,Female,10 to 14,7,"23,270","151,170",15.4,15.2,15.6,[z],,
2021,England,Good,Female,15 to 19,7,"34,440","142,920",24.1,23.8,24.4,[z],,
2021,England,Good,Female,20 to 24,7,"47,090","150,455",31.3,31,31.6,[z],,
2021,England,Good,Female,25 to 29,7,"56,765","170,825",33.2,33,33.5,[z],,
2021,England,Good,Female,30 to 34,7,"66,410","187,725",35.4,35.1,35.6,[z],,
2021,England,Good,Female,35 to 39,7,"68,530","183,150",37.4,37.1,37.7,[z],,
2021,England,Good,Female,40 to 44,7,"67,895","177,120",38.3,38,38.6,[z],,
2021,England,Good,Female,45 to 49,7,"72,320","183,075",39.5,39.2,39.8,[z],,
2021,England,Good,Female,50 to 54,7,"83,030","203,480",40.8,40.5,41.1,[z],,
2021,England,Good,Female,55 to 59,7,"83,910","204,490",41,40.8,41.3,[z],,
2021,England,Good,Female,60 to 64,7,"75,515","178,745",42.2,41.9,42.5,[z],,
2021,England,Good,Female,65 to 69,7,"70,525","158,675",44.4,44.1,44.8,[z],,
2021,England,Good,Female,70 to 74,7,"76,910","168,035",45.8,45.4,46.1,[z],,
2021,England,Good,Female,75 to 79,7,"55,830","126,310",44.2,43.8,44.6,[z],,
2021,England,Good,Female,80 to 84,7,"35,180","91,085",38.6,38.2,39,[z],,
2021,England,Good,Female,85 to 89,7,"18,300","58,800",31.1,30.7,31.6,[z],,
2021,England,Good,Female,90+,7,"9,170","38,250",24,23.5,24.5,[z],,
2021,England,Good,Female,Under 1,8,"2,735","24,700",11.1,10.7,11.5,[z],,
2021,England,Good,Female,1 to 4,8,"11,175","108,115",10.3,10.1,10.5,[z],,
2021,England,Good,Female,5 to 9,8,"17,305","148,575",11.6,11.5,11.8,[z],,
2021,England,Good,Female,10 to 14,8,"22,470","153,745",14.6,14.4,14.8,[z],,
2021,England,Good,Female,15 to 19,8,"33,600","144,605",23.2,23,23.5,[z],,
2021,England,Good,Female,20 to 24,8,"44,805","144,925",30.9,30.6,31.2,[z],,
2021,England,Good,Female,25 to 29,8,"53,065","163,165",32.5,32.2,32.8,[z],,
2021,England,Good,Female,30 to 34,8,"61,810","178,985",34.5,34.3,34.8,[z],,
2021,England,Good,Female,35 to 39,8,"66,105","180,480",36.6,36.3,36.9,[z],,
2021,England,Good,Female,40 to 44,8,"67,575","179,195",37.7,37.4,38,[z],,
2021,England,Good,Female,45 to 49,8,"72,470","185,430",39.1,38.8,39.4,[z],,
2021,England,Good,Female,50 to 54,8,"82,865","206,760",40.1,39.8,40.4,[z],,
2021,England,Good,Female,55 to 59,8,"85,050","206,965",41.1,40.8,41.4,[z],,
2021,England,Good,Female,60 to 64,8,"76,450","179,655",42.6,42.3,42.9,[z],,
2021,England,Good,Female,65 to 69,8,"71,955","160,605",44.8,44.5,45.1,[z],,
2021,England,Good,Female,70 to 74,8,"80,315","172,560",46.5,46.2,46.9,[z],,
2021,England,Good,Female,75 to 79,8,"58,470","130,820",44.7,44.3,45.1,[z],,
2021,England,Good,Female,80 to 84,8,"36,555","92,700",39.4,39,39.8,[z],,
2021,England,Good,Female,85 to 89,8,"19,390","60,510",32,31.6,32.5,[z],,
2021,England,Good,Female,90+,8,"9,695","39,430",24.6,24.1,25.1,[z],,
2021,England,Good,Female,Under 1,9,"2,620","23,865",11,10.6,11.4,[z],,
2021,England,Good,Female,1 to 4,9,"10,750","106,955",10.1,9.9,10.2,[z],,
2021,England,Good,Female,5 to 9,9,"16,550","149,705",11.1,10.9,11.2,[z],,
2021,England,Good,Female,10 to 14,9,"22,020","156,735",14,13.9,14.2,[z],,
2021,England,Good,Female,15 to 19,9,"31,140","140,550",22.2,21.9,22.4,[z],,
2021,England,Good,Female,20 to 24,9,"39,115","131,195",29.8,29.5,30.1,[z],,
2021,England,Good,Female,25 to 29,9,"47,435","147,975",32.1,31.8,32.3,[z],,
2021,England,Good,Female,30 to 34,9,"56,130","165,280",34,33.7,34.2,[z],,
2021,England,Good,Female,35 to 39,9,"63,220","175,295",36.1,35.8,36.3,[z],,
2021,England,Good,Female,40 to 44,9,"66,955","181,350",36.9,36.6,37.2,[z],,
2021,England,Good,Female,45 to 49,9,"72,570","188,905",38.4,38.1,38.7,[z],,
2021,England,Good,Female,50 to 54,9,"82,565","206,775",39.9,39.7,40.2,[z],,
2021,England,Good,Female,55 to 59,9,"83,285","205,070",40.6,40.3,40.9,[z],,
2021,England,Good,Female,60 to 64,9,"74,870","177,965",42.1,41.8,42.4,[z],,
2021,England,Good,Female,65 to 69,9,"72,575","160,030",45.4,45,45.7,[z],,
2021,England,Good,Female,70 to 74,9,"82,855","175,800",47.1,46.8,47.5,[z],,
2021,England,Good,Female,75 to 79,9,"61,145","133,165",45.9,45.6,46.3,[z],,
2021,England,Good,Female,80 to 84,9,"38,740","95,120",40.7,40.3,41.1,[z],,
2021,England,Good,Female,85 to 89,9,"20,360","61,965",32.9,32.4,33.3,[z],,
2021,England,Good,Female,90+,9,"10,180","40,615",25.1,24.6,25.6,[z],,
2021,England,Good,Female,Under 1,10,"2,290","21,575",10.6,10.2,11,[z],,
2021,England,Good,Female,1 to 4,10,"9,500","102,290",9.3,9.1,9.5,[z],,
2021,England,Good,Female,5 to 9,10,"15,345","152,540",10.1,9.9,10.2,[z],,
2021,England,Good,Female,10 to 14,10,"20,995","166,440",12.6,12.4,12.8,[z],,
2021,England,Good,Female,15 to 19,10,"34,565","157,255",22,21.7,22.2,[z],,
2021,England,Good,Female,20 to 24,10,"34,465","120,200",28.7,28.4,29,[z],,
2021,England,Good,Female,25 to 29,10,"37,175","119,565",31.1,30.8,31.4,[z],,
2021,England,Good,Female,30 to 34,10,"45,670","139,870",32.7,32.4,33,[z],,
2021,England,Good,Female,35 to 39,10,"56,285","163,985",34.3,34,34.6,[z],,
2021,England,Good,Female,40 to 44,10,"64,580","184,130",35.1,34.8,35.3,[z],,
2021,England,Good,Female,45 to 49,10,"71,835","196,305",36.6,36.3,36.9,[z],,
2021,England,Good,Female,50 to 54,10,"80,010","208,630",38.4,38.1,38.6,[z],,
2021,England,Good,Female,55 to 59,10,"81,475","205,675",39.6,39.3,39.9,[z],,
2021,England,Good,Female,60 to 64,10,"74,220","177,350",41.8,41.5,42.2,[z],,
2021,England,Good,Female,65 to 69,10,"72,560","159,435",45.5,45.2,45.8,[z],,
2021,England,Good,Female,70 to 74,10,"84,885","177,065",47.9,47.6,48.3,[z],,
2021,England,Good,Female,75 to 79,10,"63,560","134,405",47.3,46.9,47.7,[z],,
2021,England,Good,Female,80 to 84,10,"41,630","96,670",43.1,42.7,43.5,[z],,
2021,England,Good,Female,85 to 89,10,"22,400","63,715",35.2,34.7,35.6,[z],,
2021,England,Good,Female,90+,10,"10,795","40,325",26.8,26.3,27.3,[z],,
2021,England,Good,Male,Under 1,1,"6,415","38,385",16.7,16.3,17.1,[z],,
2021,England,Good,Male,1 to 4,1,"30,130","166,395",18.1,17.9,18.3,[z],,
2021,England,Good,Male,5 to 9,1,"45,610","219,415",20.8,20.6,21,[z],,
2021,England,Good,Male,10 to 14,1,"50,640","215,905",23.5,23.3,23.7,[z],,
2021,England,Good,Male,15 to 19,1,"51,515","192,990",26.7,26.5,26.9,[z],,
2021,England,Good,Male,20 to 24,1,"61,390","191,965",32,31.7,32.2,[z],,
2021,England,Good,Male,25 to 29,1,"69,045","197,440",35,34.7,35.2,[z],,
2021,England,Good,Male,30 to 34,1,"78,120","207,980",37.6,37.3,37.8,[z],,
2021,England,Good,Male,35 to 39,1,"77,605","195,445",39.7,39.4,40,[z],,
2021,England,Good,Male,40 to 44,1,"72,395","174,200",41.6,41.3,41.9,[z],,
2021,England,Good,Male,45 to 49,1,"70,325","168,555",41.7,41.4,42,[z],,
2021,England,Good,Male,50 to 54,1,"71,655","176,755",40.5,40.2,40.8,[z],,
2021,England,Good,Male,55 to 59,1,"62,900","163,405",38.5,38.2,38.8,[z],,
2021,England,Good,Male,60 to 64,1,"48,565","137,735",35.3,34.9,35.6,[z],,
2021,England,Good,Male,65 to 69,1,"36,660","108,290",33.9,33.5,34.2,[z],,
2021,England,Good,Male,70 to 74,1,"30,565","92,190",33.2,32.8,33.5,[z],,
2021,England,Good,Male,75 to 79,1,"18,020","59,515",30.3,29.8,30.7,[z],,
2021,England,Good,Male,80 to 84,1,"10,885","39,570",27.5,27,28,[z],,
2021,England,Good,Male,85 to 89,1,"4,870","20,810",23.4,22.7,24.1,[z],,
2021,England,Good,Male,90+,1,"1,870","9,060",20.6,19.7,21.6,[z],,
2021,England,Good,Male,Under 1,2,"5,475","35,135",15.6,15.2,16,[z],,
2021,England,Good,Male,1 to 4,2,"25,430","149,010",17.1,16.9,17.3,[z],,
2021,England,Good,Male,5 to 9,2,"38,360","195,575",19.6,19.4,19.8,[z],,
2021,England,Good,Male,10 to 14,2,"43,700","197,180",22.2,22,22.4,[z],,
2021,England,Good,Male,15 to 19,2,"46,455","182,130",25.5,25.3,25.7,[z],,
2021,England,Good,Male,20 to 24,2,"62,420","198,130",31.5,31.3,31.8,[z],,
2021,England,Good,Male,25 to 29,2,"71,045","213,040",33.3,33.1,33.6,[z],,
2021,England,Good,Male,30 to 34,2,"80,020","220,080",36.4,36.1,36.6,[z],,
2021,England,Good,Male,35 to 39,2,"79,160","201,705",39.2,39,39.5,[z],,
2021,England,Good,Male,40 to 44,2,"75,175","179,815",41.8,41.5,42.1,[z],,
2021,England,Good,Male,45 to 49,2,"74,205","173,030",42.9,42.6,43.2,[z],,
2021,England,Good,Male,50 to 54,2,"78,015","183,525",42.5,42.2,42.8,[z],,
2021,England,Good,Male,55 to 59,2,"69,740","170,010",41,40.7,41.3,[z],,
2021,England,Good,Male,60 to 64,2,"54,405","141,420",38.5,38.1,38.8,[z],,
2021,England,Good,Male,65 to 69,2,"41,670","110,105",37.8,37.5,38.2,[z],,
2021,England,Good,Male,70 to 74,2,"35,745","96,995",36.9,36.5,37.2,[z],,
2021,England,Good,Male,75 to 79,2,"22,055","64,970",33.9,33.5,34.4,[z],,
2021,England,Good,Male,80 to 84,2,"13,270","43,585",30.4,29.9,31,[z],,
2021,England,Good,Male,85 to 89,2,"6,075","23,525",25.8,25.2,26.5,[z],,
2021,England,Good,Male,90+,2,"2,270","10,435",21.8,20.9,22.6,[z],,
2021,England,Good,Male,Under 1,3,"4,950","33,500",14.8,14.4,15.2,[z],,
2021,England,Good,Male,1 to 4,3,"22,650","140,615",16.1,15.9,16.3,[z],,
2021,England,Good,Male,5 to 9,3,"33,840","182,660",18.5,18.3,18.7,[z],,
2021,England,Good,Male,10 to 14,3,"38,505","182,000",21.2,20.9,21.4,[z],,
2021,England,Good,Male,15 to 19,3,"42,660","172,830",24.7,24.4,24.9,[z],,
2021,England,Good,Male,20 to 24,3,"61,835","200,665",30.8,30.6,31.1,[z],,
2021,England,Good,Male,25 to 29,3,"72,245","222,245",32.5,32.3,32.7,[z],,
2021,England,Good,Male,30 to 34,3,"81,680","229,500",35.6,35.3,35.8,[z],,
2021,England,Good,Male,35 to 39,3,"81,480","209,705",38.9,38.6,39.1,[z],,
2021,England,Good,Male,40 to 44,3,"76,950","185,675",41.4,41.2,41.7,[z],,
2021,England,Good,Male,45 to 49,3,"76,765","177,935",43.1,42.8,43.4,[z],,
2021,England,Good,Male,50 to 54,3,"81,445","188,005",43.3,43,43.6,[z],,
2021,England,Good,Male,55 to 59,3,"74,750","176,240",42.4,42.1,42.7,[z],,
2021,England,Good,Male,60 to 64,3,"59,750","146,825",40.7,40.4,41,[z],,
2021,England,Good,Male,65 to 69,3,"46,840","116,605",40.2,39.8,40.5,[z],,
2021,England,Good,Male,70 to 74,3,"42,675","106,980",39.9,39.5,40.3,[z],,
2021,England,Good,Male,75 to 79,3,"26,210","72,735",36,35.6,36.5,[z],,
2021,England,Good,Male,80 to 84,3,"16,015","48,800",32.8,32.3,33.3,[z],,
2021,England,Good,Male,85 to 89,3,"7,335","26,415",27.8,27.1,28.4,[z],,
2021,England,Good,Male,90+,3,"2,790","12,050",23.2,22.3,24,[z],,
2021,England,Good,Male,Under 1,4,"4,315","31,235",13.8,13.4,14.2,[z],,
2021,England,Good,Male,1 to 4,4,"19,360","129,520",14.9,14.7,15.2,[z],,
2021,England,Good,Male,5 to 9,4,"29,005","167,425",17.3,17.1,17.5,[z],,
2021,England,Good,Male,10 to 14,4,"33,430","167,660",19.9,19.7,20.2,[z],,
2021,England,Good,Male,15 to 19,4,"40,085","165,285",24.3,24,24.5,[z],,
2021,England,Good,Male,20 to 24,4,"59,780","195,510",30.6,30.3,30.8,[z],,
2021,England,Good,Male,25 to 29,4,"67,850","211,350",32.1,31.9,32.3,[z],,
2021,England,Good,Male,30 to 34,4,"76,855","219,720",35,34.7,35.2,[z],,
2021,England,Good,Male,35 to 39,4,"77,365","202,045",38.3,38,38.6,[z],,
2021,England,Good,Male,40 to 44,4,"75,090","182,045",41.2,41,41.5,[z],,
2021,England,Good,Male,45 to 49,4,"76,015","177,510",42.8,42.5,43.1,[z],,
2021,England,Good,Male,50 to 54,4,"82,415","190,100",43.4,43.1,43.6,[z],,
2021,England,Good,Male,55 to 59,4,"79,080","183,775",43,42.7,43.3,[z],,
2021,England,Good,Male,60 to 64,4,"65,600","156,245",42,41.7,42.3,[z],,
2021,England,Good,Male,65 to 69,4,"54,220","129,430",41.9,41.5,42.2,[z],,
2021,England,Good,Male,70 to 74,4,"51,735","124,625",41.5,41.2,41.9,[z],,
2021,England,Good,Male,75 to 79,4,"33,510","86,470",38.8,38.3,39.2,[z],,
2021,England,Good,Male,80 to 84,4,"20,005","57,105",35,34.5,35.5,[z],,
2021,England,Good,Male,85 to 89,4,"9,080","31,305",29,28.4,29.6,[z],,
2021,England,Good,Male,90+,4,"3,555","14,535",24.5,23.7,25.3,[z],,
2021,England,Good,Male,Under 1,5,"3,870","29,075",13.3,12.9,13.7,[z],,
2021,England,Good,Male,1 to 4,5,"17,290","123,650",14,13.8,14.2,[z],,
2021,England,Good,Male,5 to 9,5,"26,200","161,985",16.2,16,16.4,[z],,
2021,England,Good,Male,10 to 14,5,"30,400","162,985",18.7,18.4,18.9,[z],,
2021,England,Good,Male,15 to 19,5,"36,500","158,955",23,22.7,23.2,[z],,
2021,England,Good,Male,20 to 24,5,"53,785","181,255",29.7,29.4,29.9,[z],,
2021,England,Good,Male,25 to 29,5,"61,330","194,325",31.6,31.3,31.8,[z],,
2021,England,Good,Male,30 to 34,5,"70,805","204,780",34.6,34.3,34.8,[z],,
2021,England,Good,Male,35 to 39,5,"72,610","191,555",37.9,37.6,38.2,[z],,
2021,England,Good,Male,40 to 44,5,"71,475","177,305",40.3,40,40.6,[z],,
2021,England,Good,Male,45 to 49,5,"75,120","176,720",42.5,42.2,42.8,[z],,
2021,England,Good,Male,50 to 54,5,"83,890","193,510",43.4,43.1,43.6,[z],,
2021,England,Good,Male,55 to 59,5,"83,065","190,775",43.5,43.2,43.8,[z],,
2021,England,Good,Male,60 to 64,5,"70,480","163,770",43,42.7,43.4,[z],,
2021,England,Good,Male,65 to 69,5,"60,240","137,640",43.8,43.4,44.1,[z],,
2021,England,Good,Male,70 to 74,5,"59,345","136,850",43.4,43,43.7,[z],,
2021,England,Good,Male,75 to 79,5,"40,095","97,900",41,40.6,41.4,[z],,
2021,England,Good,Male,80 to 84,5,"23,525","64,450",36.5,36,37,[z],,
2021,England,Good,Male,85 to 89,5,"11,055","35,600",31.1,30.5,31.6,[z],,
2021,England,Good,Male,90+,5,"4,110","16,450",25,24.2,25.7,[z],,
2021,England,Good,Male,Under 1,6,"3,790","28,885",13.1,12.7,13.5,[z],,
2021,England,Good,Male,1 to 4,6,"16,010","121,055",13.2,13,13.4,[z],,
2021,England,Good,Male,5 to 9,6,"24,090","160,140",15,14.9,15.2,[z],,
2021,England,Good,Male,10 to 14,6,"28,505","162,360",17.6,17.4,17.8,[z],,
2021,England,Good,Male,15 to 19,6,"33,645","155,295",21.7,21.4,21.9,[z],,
2021,England,Good,Male,20 to 24,6,"49,130","172,030",28.6,28.3,28.8,[z],,
2021,England,Good,Male,25 to 29,6,"57,270","185,985",30.8,30.5,31,[z],,
2021,England,Good,Male,30 to 34,6,"66,650","196,220",34,33.7,34.2,[z],,
2021,England,Good,Male,35 to 39,6,"69,650","186,705",37.3,37,37.6,[z],,
2021,England,Good,Male,40 to 44,6,"70,830","176,680",40.1,39.8,40.4,[z],,
2021,England,Good,Male,45 to 49,6,"75,355","179,015",42.1,41.8,42.4,[z],,
2021,England,Good,Male,50 to 54,6,"84,735","196,715",43.1,42.8,43.4,[z],,
2021,England,Good,Male,55 to 59,6,"84,885","196,160",43.3,43,43.6,[z],,
2021,England,Good,Male,60 to 64,6,"74,375","170,395",43.6,43.3,44,[z],,
2021,England,Good,Male,65 to 69,6,"64,440","145,020",44.4,44.1,44.8,[z],,
2021,England,Good,Male,70 to 74,6,"65,385","146,970",44.5,44.1,44.8,[z],,
2021,England,Good,Male,75 to 79,6,"44,540","106,025",42,41.6,42.4,[z],,
2021,England,Good,Male,80 to 84,6,"26,520","69,565",38.1,37.7,38.6,[z],,
2021,England,Good,Male,85 to 89,6,"12,685","38,960",32.6,32,33.1,[z],,
2021,England,Good,Male,90+,6,"4,730","17,940",26.4,25.6,27.1,[z],,
2021,England,Good,Male,Under 1,7,"3,250","26,635",12.2,11.8,12.6,[z],,
2021,England,Good,Male,1 to 4,7,"14,110","114,785",12.3,12.1,12.5,[z],,
2021,England,Good,Male,5 to 9,7,"21,100","153,535",13.7,13.6,13.9,[z],,
2021,England,Good,Male,10 to 14,7,"25,735","157,805",16.3,16.1,16.5,[z],,
2021,England,Good,Male,15 to 19,7,"30,860","150,505",20.5,20.3,20.7,[z],,
2021,England,Good,Male,20 to 24,7,"42,035","153,330",27.4,27.2,27.7,[z],,
2021,England,Good,Male,25 to 29,7,"50,655","166,165",30.5,30.2,30.8,[z],,
2021,England,Good,Male,30 to 34,7,"59,365","176,815",33.6,33.3,33.8,[z],,
2021,England,Good,Male,35 to 39,7,"64,400","174,120",37,36.7,37.3,[z],,
2021,England,Good,Male,40 to 44,7,"66,970","169,520",39.5,39.2,39.8,[z],,
2021,England,Good,Male,45 to 49,7,"72,990","176,725",41.3,41,41.6,[z],,
2021,England,Good,Male,50 to 54,7,"83,790","195,965",42.8,42.5,43,[z],,
2021,England,Good,Male,55 to 59,7,"85,585","197,005",43.4,43.2,43.7,[z],,
2021,England,Good,Male,60 to 64,7,"75,075","171,225",43.8,43.5,44.2,[z],,
2021,England,Good,Male,65 to 69,7,"66,985","148,475",45.1,44.8,45.5,[z],,
2021,England,Good,Male,70 to 74,7,"69,605","153,320",45.4,45.1,45.7,[z],,
2021,England,Good,Male,75 to 79,7,"48,700","111,330",43.7,43.4,44.1,[z],,
2021,England,Good,Male,80 to 84,7,"28,755","73,790",39,38.5,39.4,[z],,
2021,England,Good,Male,85 to 89,7,"13,695","41,340",33.1,32.6,33.7,[z],,
2021,England,Good,Male,90+,7,"5,045","18,710",27,26.2,27.7,[z],,
2021,England,Good,Male,Under 1,8,"3,015","25,610",11.8,11.4,12.2,[z],,
2021,England,Good,Male,1 to 4,8,"13,485","114,155",11.8,11.6,12,[z],,
2021,England,Good,Male,5 to 9,8,"20,325","154,875",13.1,12.9,13.3,[z],,
2021,England,Good,Male,10 to 14,8,"25,110","161,800",15.5,15.3,15.7,[z],,
2021,England,Good,Male,15 to 19,8,"31,040","156,425",19.8,19.6,20.1,[z],,
2021,England,Good,Male,20 to 24,8,"39,895","150,965",26.4,26.2,26.7,[z],,
2021,England,Good,Male,25 to 29,8,"47,205","160,275",29.5,29.2,29.7,[z],,
2021,England,Good,Male,30 to 34,8,"55,380","168,915",32.8,32.5,33.1,[z],,
2021,England,Good,Male,35 to 39,8,"61,585","169,990",36.2,35.9,36.5,[z],,
2021,England,Good,Male,40 to 44,8,"65,955","170,020",38.8,38.5,39.1,[z],,
2021,England,Good,Male,45 to 49,8,"72,665","179,375",40.5,40.2,40.8,[z],,
2021,England,Good,Male,50 to 54,8,"84,120","199,105",42.2,42,42.5,[z],,
2021,England,Good,Male,55 to 59,8,"85,885","198,670",43.2,42.9,43.5,[z],,
2021,England,Good,Male,60 to 64,8,"76,580","173,150",44.2,43.9,44.5,[z],,
2021,England,Good,Male,65 to 69,8,"67,890","149,425",45.4,45.1,45.8,[z],,
2021,England,Good,Male,70 to 74,8,"72,765","157,240",46.3,45.9,46.6,[z],,
2021,England,Good,Male,75 to 79,8,"50,415","114,230",44.1,43.7,44.5,[z],,
2021,England,Good,Male,80 to 84,8,"30,125","75,135",40.1,39.6,40.5,[z],,
2021,England,Good,Male,85 to 89,8,"14,475","42,735",33.9,33.3,34.4,[z],,
2021,England,Good,Male,90+,8,"5,420","19,495",27.8,27.1,28.5,[z],,
2021,England,Good,Male,Under 1,9,"2,900","24,775",11.7,11.3,12.1,[z],,
2021,England,Good,Male,1 to 4,9,"12,485","112,235",11.1,10.9,11.3,[z],,
2021,England,Good,Male,5 to 9,9,"19,660","157,170",12.5,12.3,12.7,[z],,
2021,England,Good,Male,10 to 14,9,"23,910","165,725",14.4,14.2,14.6,[z],,
2021,England,Good,Male,15 to 19,9,"27,360","149,980",18.2,18,18.5,[z],,
2021,England,Good,Male,20 to 24,9,"35,860","139,715",25.7,25.4,25.9,[z],,
2021,England,Good,Male,25 to 29,9,"42,390","146,040",29,28.7,29.3,[z],,
2021,England,Good,Male,30 to 34,9,"49,780","154,730",32.2,31.9,32.5,[z],,
2021,England,Good,Male,35 to 39,9,"58,000","163,015",35.6,35.3,35.9,[z],,
2021,England,Good,Male,40 to 44,9,"64,085","169,445",37.8,37.5,38.1,[z],,
2021,England,Good,Male,45 to 49,9,"72,530","181,115",40,39.8,40.3,[z],,
2021,England,Good,Male,50 to 54,9,"83,005","198,705",41.8,41.5,42.1,[z],,
2021,England,Good,Male,55 to 59,9,"84,915","197,240",43.1,42.8,43.3,[z],,
2021,England,Good,Male,60 to 64,9,"75,420","170,370",44.3,44,44.6,[z],,
2021,England,Good,Male,65 to 69,9,"68,250","148,295",46,45.7,46.4,[z],,
2021,England,Good,Male,70 to 74,9,"74,035","157,845",46.9,46.6,47.2,[z],,
2021,England,Good,Male,75 to 79,9,"52,785","116,275",45.4,45,45.8,[z],,
2021,England,Good,Male,80 to 84,9,"31,580","76,890",41.1,40.6,41.5,[z],,
2021,England,Good,Male,85 to 89,9,"15,605","44,220",35.3,34.7,35.8,[z],,
2021,England,Good,Male,90+,9,"5,755","20,165",28.5,27.8,29.3,[z],,
2021,England,Good,Male,Under 1,10,"2,595","22,815",11.4,10.9,11.8,[z],,
2021,England,Good,Male,1 to 4,10,"11,310","107,835",10.5,10.3,10.7,[z],,
2021,England,Good,Male,5 to 9,10,"18,510","161,455",11.5,11.3,11.6,[z],,
2021,England,Good,Male,10 to 14,10,"23,170","175,735",13.2,13,13.4,[z],,
2021,England,Good,Male,15 to 19,10,"30,155","166,340",18.1,17.9,18.3,[z],,
2021,England,Good,Male,20 to 24,10,"32,290","129,320",25,24.7,25.2,[z],,
2021,England,Good,Male,25 to 29,10,"34,065","121,040",28.1,27.8,28.4,[z],,
2021,England,Good,Male,30 to 34,10,"40,690","129,485",31.4,31.1,31.7,[z],,
2021,England,Good,Male,35 to 39,10,"50,145","147,620",34,33.7,34.3,[z],,
2021,England,Good,Male,40 to 44,10,"61,680","168,980",36.5,36.2,36.8,[z],,
2021,England,Good,Male,45 to 49,10,"71,715","187,115",38.3,38,38.6,[z],,
2021,England,Good,Male,50 to 54,10,"80,555","200,485",40.2,39.9,40.5,[z],,
2021,England,Good,Male,55 to 59,10,"82,070","196,390",41.8,41.5,42.1,[z],,
2021,England,Good,Male,60 to 64,10,"75,115","170,825",44,43.7,44.3,[z],,
2021,England,Good,Male,65 to 69,10,"69,170","148,645",46.5,46.2,46.9,[z],,
2021,England,Good,Male,70 to 74,10,"76,295","158,750",48.1,47.7,48.4,[z],,
2021,England,Good,Male,75 to 79,10,"55,040","117,800",46.7,46.3,47.1,[z],,
2021,England,Good,Male,80 to 84,10,"34,045","78,645",43.3,42.8,43.7,[z],,
2021,England,Good,Male,85 to 89,10,"17,415","46,675",37.3,36.8,37.9,[z],,
2021,England,Good,Male,90+,10,"6,720","21,815",30.8,30.1,31.5,[z],,
2021,England,Good,Persons,Under 1,1,"12,030","75,430",15.9,15.7,16.2,[z],,
2021,England,Good,Persons,1 to 4,1,"56,340","325,175",17.3,17.2,17.5,[z],,
2021,England,Good,Persons,5 to 9,1,"84,300","429,055",19.6,19.5,19.8,[z],,
2021,England,Good,Persons,10 to 14,1,"95,060","421,145",22.6,22.4,22.7,[z],,
2021,England,Good,Persons,15 to 19,1,"104,610","375,890",27.8,27.7,28,[z],,
2021,England,Good,Persons,20 to 24,1,"132,070","387,505",34.1,33.9,34.3,[z],,
2021,England,Good,Persons,25 to 29,1,"152,475","415,150",36.7,36.5,36.9,[z],,
2021,England,Good,Persons,30 to 34,1,"174,625","442,735",39.4,39.3,39.6,[z],,
2021,England,Good,Persons,35 to 39,1,"167,390","408,850",40.9,40.7,41.1,[z],,
2021,England,Good,Persons,40 to 44,1,"147,700","354,655",41.6,41.4,41.9,[z],,
2021,England,Good,Persons,45 to 49,1,"138,450","337,730",41,40.8,41.2,[z],,
2021,England,Good,Persons,50 to 54,1,"140,050","354,805",39.5,39.3,39.7,[z],,
2021,England,Good,Persons,55 to 59,1,"122,835","329,415",37.3,37.1,37.5,[z],,
2021,England,Good,Persons,60 to 64,1,"94,740","275,710",34.4,34.1,34.6,[z],,
2021,England,Good,Persons,65 to 69,1,"72,695","217,285",33.5,33.2,33.7,[z],,
2021,England,Good,Persons,70 to 74,1,"63,080","190,710",33.1,32.8,33.3,[z],,
2021,England,Good,Persons,75 to 79,1,"38,965","129,575",30.1,29.8,30.4,[z],,
2021,England,Good,Persons,80 to 84,1,"24,985","93,650",26.7,26.3,27,[z],,
2021,England,Good,Persons,85 to 89,1,"12,465","55,820",22.3,21.9,22.7,[z],,
2021,England,Good,Persons,90+,1,"6,070","30,980",19.6,19.1,20.1,[z],,
2021,England,Good,Persons,Under 1,2,"10,460","68,755",15.2,14.9,15.5,[z],,
2021,England,Good,Persons,1 to 4,2,"47,190","291,160",16.2,16.1,16.4,[z],,
2021,England,Good,Persons,5 to 9,2,"70,840","382,465",18.5,18.4,18.7,[z],,
2021,England,Good,Persons,10 to 14,2,"82,315","384,495",21.4,21.3,21.6,[z],,
2021,England,Good,Persons,15 to 19,2,"95,950","356,770",26.9,26.7,27.1,[z],,
2021,England,Good,Persons,20 to 24,2,"134,625","402,365",33.5,33.3,33.6,[z],,
